"Council.Name","Area.Name","Year","Measure","Value"
"East Lothian","PrestonS","2002","Life Expectancy - Persons",77.5
"East Lothian","PrestonS","2003","Life Expectancy - Persons",78.2
"East Lothian","PrestonS","2004","Life Expectancy - Persons",75.9
"East Lothian","PrestonS","2005","Life Expectancy - Persons",77.8
"East Lothian","PrestonS","2006","Life Expectancy - Persons",78
"East Lothian","PrestonS","2007","Life Expectancy - Persons",79.6
"East Lothian","PrestonS","2008","Life Expectancy - Persons",78
"East Lothian","PrestonS","2009","Life Expectancy - Persons",78.2
"East Lothian","PrestonS","2010","Life Expectancy - Persons",79.2
"East Lothian","PrestonS","2011","Life Expectancy - Persons",81.7
"East Lothian","PrestonS","2012","Life Expectancy - Persons",79.1
"East Lothian","PrestonS","2013","Life Expectancy - Persons",80.2
"East Lothian","PrestonS","2014","Life Expectancy - Persons",80.2
"East Lothian","PrestonS","2015","Life Expectancy - Persons",79.9
"East Lothian","PrestonS","2016","Life Expectancy - Persons",81.9
"East Lothian","PrestonS","2017","Life Expectancy - Persons",81.5
"East Lothian","PrestonS","2018","Life Expectancy - Persons",79.7
"East Lothian","PrestonS","2019","Life Expectancy - Persons",81.1
"East Lothian","PrestonS","2020","Life Expectancy - Persons",80.8
"East Lothian","PrestonS","2021","Life Expectancy - Persons",81.1
"East Lothian","PrestonS","2022","Life Expectancy - Persons",81.2
"East Lothian","PrestonS","2023","Life Expectancy - Persons",81.2
"East Lothian","PrestonS","2024","Life Expectancy - Persons",81.2
"East Lothian","PrestonS","2025","Life Expectancy - Persons",81.6
"East Lothian","PrestonS","2026","Life Expectancy - Persons",81.5
"East Lothian","PrestonS","2027","Life Expectancy - Persons",81.8
"East Lothian","PrestonS","2028","Life Expectancy - Persons",81.6
"East Lothian","PrestonS","2029","Life Expectancy - Persons",82
"East Lothian","PrestonS","2030","Life Expectancy - Persons",82
"East Lothian","PrestonS","2002","Natural Change",19
"East Lothian","PrestonS","2003","Natural Change",-15
"East Lothian","PrestonS","2004","Natural Change",16
"East Lothian","PrestonS","2005","Natural Change",10
"East Lothian","PrestonS","2006","Natural Change",13
"East Lothian","PrestonS","2007","Natural Change",12
"East Lothian","PrestonS","2008","Natural Change",19
"East Lothian","PrestonS","2009","Natural Change",5
"East Lothian","PrestonS","2010","Natural Change",19
"East Lothian","PrestonS","2011","Natural Change",84
"East Lothian","PrestonS","2012","Natural Change",68
"East Lothian","PrestonS","2013","Natural Change",45
"East Lothian","PrestonS","2014","Natural Change",48
"East Lothian","PrestonS","2015","Natural Change",45
"East Lothian","PrestonS","2016","Natural Change",56
"East Lothian","PrestonS","2017","Natural Change",6
"East Lothian","PrestonS","2018","Natural Change",-14
"East Lothian","PrestonS","2019","Natural Change",9
"East Lothian","PrestonS","2020","Natural Change",4
"East Lothian","PrestonS","2021","Natural Change",4.8
"East Lothian","PrestonS","2022","Natural Change",1.1
"East Lothian","PrestonS","2023","Natural Change",-2.1
"East Lothian","PrestonS","2024","Natural Change",-5.3
"East Lothian","PrestonS","2025","Natural Change",-2.9
"East Lothian","PrestonS","2026","Natural Change",-9.8
"East Lothian","PrestonS","2027","Natural Change",-9.6
"East Lothian","PrestonS","2028","Natural Change",-19.2
"East Lothian","PrestonS","2029","Natural Change",-18.7
"East Lothian","PrestonS","2030","Natural Change",-23.9
"East Lothian","PrestonS","2002","Net Migration",67
"East Lothian","PrestonS","2003","Net Migration",-98
"East Lothian","PrestonS","2004","Net Migration",18
"East Lothian","PrestonS","2005","Net Migration",105
"East Lothian","PrestonS","2006","Net Migration",192
"East Lothian","PrestonS","2007","Net Migration",186
"East Lothian","PrestonS","2008","Net Migration",326
"East Lothian","PrestonS","2009","Net Migration",286
"East Lothian","PrestonS","2010","Net Migration",315
"East Lothian","PrestonS","2011","Net Migration",364
"East Lothian","PrestonS","2012","Net Migration",24
"East Lothian","PrestonS","2013","Net Migration",80
"East Lothian","PrestonS","2014","Net Migration",129
"East Lothian","PrestonS","2015","Net Migration",60
"East Lothian","PrestonS","2016","Net Migration",24
"East Lothian","PrestonS","2017","Net Migration",-167
"East Lothian","PrestonS","2018","Net Migration",-28
"East Lothian","PrestonS","2019","Net Migration",10.5
"East Lothian","PrestonS","2020","Net Migration",5.9
"East Lothian","PrestonS","2021","Net Migration",2
"East Lothian","PrestonS","2022","Net Migration",-0.5
"East Lothian","PrestonS","2023","Net Migration",6.7
"East Lothian","PrestonS","2024","Net Migration",3.4
"East Lothian","PrestonS","2025","Net Migration",1.5
"East Lothian","PrestonS","2026","Net Migration",4.2
"East Lothian","PrestonS","2027","Net Migration",3.2
"East Lothian","PrestonS","2028","Net Migration",3.2
"East Lothian","PrestonS","2029","Net Migration",2.9
"East Lothian","PrestonS","2030","Net Migration",1.6
"East Lothian","PrestonS","2002","Total Population",15755
"East Lothian","PrestonS","2003","Total Population",15642
"East Lothian","PrestonS","2004","Total Population",15676
"East Lothian","PrestonS","2005","Total Population",15791
"East Lothian","PrestonS","2006","Total Population",15996
"East Lothian","PrestonS","2007","Total Population",16194
"East Lothian","PrestonS","2008","Total Population",16539
"East Lothian","PrestonS","2009","Total Population",16830
"East Lothian","PrestonS","2010","Total Population",17164
"East Lothian","PrestonS","2011","Total Population",17612
"East Lothian","PrestonS","2012","Total Population",17704
"East Lothian","PrestonS","2013","Total Population",17829
"East Lothian","PrestonS","2014","Total Population",18006
"East Lothian","PrestonS","2015","Total Population",18111
"East Lothian","PrestonS","2016","Total Population",18191
"East Lothian","PrestonS","2017","Total Population",18030
"East Lothian","PrestonS","2018","Total Population",17988
"East Lothian","PrestonS","2019","Total Population",18007.5
"East Lothian","PrestonS","2020","Total Population",18017.4
"East Lothian","PrestonS","2021","Total Population",18024.2
"East Lothian","PrestonS","2022","Total Population",18024.9
"East Lothian","PrestonS","2023","Total Population",18029.5
"East Lothian","PrestonS","2024","Total Population",18027.6
"East Lothian","PrestonS","2025","Total Population",18026.3
"East Lothian","PrestonS","2026","Total Population",18020.7
"East Lothian","PrestonS","2027","Total Population",18014.4
"East Lothian","PrestonS","2028","Total Population",17998.4
"East Lothian","PrestonS","2029","Total Population",17982.6
"East Lothian","PrestonS","2030","Total Population",17960.3
"East Lothian","PrestonS","2002","Dependency Ratio",58.7
"East Lothian","PrestonS","2003","Dependency Ratio",58.6
"East Lothian","PrestonS","2004","Dependency Ratio",58.5
"East Lothian","PrestonS","2005","Dependency Ratio",58.9
"East Lothian","PrestonS","2006","Dependency Ratio",58.9
"East Lothian","PrestonS","2007","Dependency Ratio",58.7
"East Lothian","PrestonS","2008","Dependency Ratio",57.1
"East Lothian","PrestonS","2009","Dependency Ratio",56.4
"East Lothian","PrestonS","2010","Dependency Ratio",55.5
"East Lothian","PrestonS","2011","Dependency Ratio",55.8
"East Lothian","PrestonS","2012","Dependency Ratio",56.5
"East Lothian","PrestonS","2013","Dependency Ratio",57.4
"East Lothian","PrestonS","2014","Dependency Ratio",57.7
"East Lothian","PrestonS","2015","Dependency Ratio",58.3
"East Lothian","PrestonS","2016","Dependency Ratio",59.3
"East Lothian","PrestonS","2017","Dependency Ratio",59.7
"East Lothian","PrestonS","2018","Dependency Ratio",60
"East Lothian","PrestonS","2019","Dependency Ratio",60.5
"East Lothian","PrestonS","2020","Dependency Ratio",60.8
"East Lothian","PrestonS","2021","Dependency Ratio",61.2
"East Lothian","PrestonS","2022","Dependency Ratio",62.2
"East Lothian","PrestonS","2023","Dependency Ratio",63
"East Lothian","PrestonS","2024","Dependency Ratio",64
"East Lothian","PrestonS","2025","Dependency Ratio",65.4
"East Lothian","PrestonS","2026","Dependency Ratio",66.5
"East Lothian","PrestonS","2027","Dependency Ratio",66.9
"East Lothian","PrestonS","2028","Dependency Ratio",67.7
"East Lothian","PrestonS","2029","Dependency Ratio",69
"East Lothian","PrestonS","2030","Dependency Ratio",69.6
"East Lothian","PrestonS","2002","Sex Ratio",94
"East Lothian","PrestonS","2003","Sex Ratio",93.7
"East Lothian","PrestonS","2004","Sex Ratio",94.4
"East Lothian","PrestonS","2005","Sex Ratio",95
"East Lothian","PrestonS","2006","Sex Ratio",95
"East Lothian","PrestonS","2007","Sex Ratio",94.3
"East Lothian","PrestonS","2008","Sex Ratio",93.6
"East Lothian","PrestonS","2009","Sex Ratio",93.9
"East Lothian","PrestonS","2010","Sex Ratio",94.5
"East Lothian","PrestonS","2011","Sex Ratio",94.5
"East Lothian","PrestonS","2012","Sex Ratio",94.6
"East Lothian","PrestonS","2013","Sex Ratio",93.9
"East Lothian","PrestonS","2014","Sex Ratio",93.7
"East Lothian","PrestonS","2015","Sex Ratio",93.6
"East Lothian","PrestonS","2016","Sex Ratio",93.5
"East Lothian","PrestonS","2017","Sex Ratio",92.6
"East Lothian","PrestonS","2018","Sex Ratio",92.5
"East Lothian","PrestonS","2019","Sex Ratio",92.4
"East Lothian","PrestonS","2020","Sex Ratio",92.3
"East Lothian","PrestonS","2021","Sex Ratio",92.2
"East Lothian","PrestonS","2022","Sex Ratio",92.1
"East Lothian","PrestonS","2023","Sex Ratio",92
"East Lothian","PrestonS","2024","Sex Ratio",91.9
"East Lothian","PrestonS","2025","Sex Ratio",91.8
"East Lothian","PrestonS","2026","Sex Ratio",91.7
"East Lothian","PrestonS","2027","Sex Ratio",91.6
"East Lothian","PrestonS","2028","Sex Ratio",91.5
"East Lothian","PrestonS","2029","Sex Ratio",91.4
"East Lothian","PrestonS","2030","Sex Ratio",91.3
"East Lothian","TranentW","2002","Life Expectancy - Persons",75.2
"East Lothian","TranentW","2003","Life Expectancy - Persons",73.9
"East Lothian","TranentW","2004","Life Expectancy - Persons",78.1
"East Lothian","TranentW","2005","Life Expectancy - Persons",77.6
"East Lothian","TranentW","2006","Life Expectancy - Persons",76
"East Lothian","TranentW","2007","Life Expectancy - Persons",76.1
"East Lothian","TranentW","2008","Life Expectancy - Persons",78.9
"East Lothian","TranentW","2009","Life Expectancy - Persons",75.8
"East Lothian","TranentW","2010","Life Expectancy - Persons",76.9
"East Lothian","TranentW","2011","Life Expectancy - Persons",78
"East Lothian","TranentW","2012","Life Expectancy - Persons",80.5
"East Lothian","TranentW","2013","Life Expectancy - Persons",78.1
"East Lothian","TranentW","2014","Life Expectancy - Persons",80.5
"East Lothian","TranentW","2015","Life Expectancy - Persons",78.4
"East Lothian","TranentW","2016","Life Expectancy - Persons",78.2
"East Lothian","TranentW","2017","Life Expectancy - Persons",79.3
"East Lothian","TranentW","2018","Life Expectancy - Persons",78.2
"East Lothian","TranentW","2019","Life Expectancy - Persons",78.9
"East Lothian","TranentW","2020","Life Expectancy - Persons",78.6
"East Lothian","TranentW","2021","Life Expectancy - Persons",78.9
"East Lothian","TranentW","2022","Life Expectancy - Persons",79
"East Lothian","TranentW","2023","Life Expectancy - Persons",79
"East Lothian","TranentW","2024","Life Expectancy - Persons",79
"East Lothian","TranentW","2025","Life Expectancy - Persons",79.4
"East Lothian","TranentW","2026","Life Expectancy - Persons",79.3
"East Lothian","TranentW","2027","Life Expectancy - Persons",79.6
"East Lothian","TranentW","2028","Life Expectancy - Persons",79.4
"East Lothian","TranentW","2029","Life Expectancy - Persons",79.8
"East Lothian","TranentW","2030","Life Expectancy - Persons",79.9
"East Lothian","TranentW","2002","Natural Change",3
"East Lothian","TranentW","2003","Natural Change",-38
"East Lothian","TranentW","2004","Natural Change",45
"East Lothian","TranentW","2005","Natural Change",8
"East Lothian","TranentW","2006","Natural Change",32
"East Lothian","TranentW","2007","Natural Change",58
"East Lothian","TranentW","2008","Natural Change",112
"East Lothian","TranentW","2009","Natural Change",60
"East Lothian","TranentW","2010","Natural Change",75
"East Lothian","TranentW","2011","Natural Change",95
"East Lothian","TranentW","2012","Natural Change",101
"East Lothian","TranentW","2013","Natural Change",86
"East Lothian","TranentW","2014","Natural Change",79
"East Lothian","TranentW","2015","Natural Change",65
"East Lothian","TranentW","2016","Natural Change",75
"East Lothian","TranentW","2017","Natural Change",65
"East Lothian","TranentW","2018","Natural Change",9
"East Lothian","TranentW","2019","Natural Change",41
"East Lothian","TranentW","2020","Natural Change",36.7
"East Lothian","TranentW","2021","Natural Change",39.7
"East Lothian","TranentW","2022","Natural Change",36.2
"East Lothian","TranentW","2023","Natural Change",33.4
"East Lothian","TranentW","2024","Natural Change",31.9
"East Lothian","TranentW","2025","Natural Change",37.1
"East Lothian","TranentW","2026","Natural Change",30.7
"East Lothian","TranentW","2027","Natural Change",34.1
"East Lothian","TranentW","2028","Natural Change",24.9
"East Lothian","TranentW","2029","Natural Change",29.5
"East Lothian","TranentW","2030","Natural Change",24.8
"East Lothian","TranentW","2002","Net Migration",155
"East Lothian","TranentW","2003","Net Migration",223
"East Lothian","TranentW","2004","Net Migration",198
"East Lothian","TranentW","2005","Net Migration",139
"East Lothian","TranentW","2006","Net Migration",403
"East Lothian","TranentW","2007","Net Migration",787
"East Lothian","TranentW","2008","Net Migration",1182
"East Lothian","TranentW","2009","Net Migration",174
"East Lothian","TranentW","2010","Net Migration",381
"East Lothian","TranentW","2011","Net Migration",213
"East Lothian","TranentW","2012","Net Migration",568
"East Lothian","TranentW","2013","Net Migration",218
"East Lothian","TranentW","2014","Net Migration",52
"East Lothian","TranentW","2015","Net Migration",305
"East Lothian","TranentW","2016","Net Migration",242
"East Lothian","TranentW","2017","Net Migration",203
"East Lothian","TranentW","2018","Net Migration",136
"East Lothian","TranentW","2019","Net Migration",205.1
"East Lothian","TranentW","2020","Net Migration",196.4
"East Lothian","TranentW","2021","Net Migration",190.5
"East Lothian","TranentW","2022","Net Migration",187.5
"East Lothian","TranentW","2023","Net Migration",191
"East Lothian","TranentW","2024","Net Migration",188.9
"East Lothian","TranentW","2025","Net Migration",186.7
"East Lothian","TranentW","2026","Net Migration",187.8
"East Lothian","TranentW","2027","Net Migration",187.1
"East Lothian","TranentW","2028","Net Migration",185.3
"East Lothian","TranentW","2029","Net Migration",186.8
"East Lothian","TranentW","2030","Net Migration",181
"East Lothian","TranentW","2002","Total Population",15566
"East Lothian","TranentW","2003","Total Population",15751
"East Lothian","TranentW","2004","Total Population",15994
"East Lothian","TranentW","2005","Total Population",16141
"East Lothian","TranentW","2006","Total Population",16576
"East Lothian","TranentW","2007","Total Population",17421
"East Lothian","TranentW","2008","Total Population",18715
"East Lothian","TranentW","2009","Total Population",18949
"East Lothian","TranentW","2010","Total Population",19405
"East Lothian","TranentW","2011","Total Population",19713
"East Lothian","TranentW","2012","Total Population",20382
"East Lothian","TranentW","2013","Total Population",20686
"East Lothian","TranentW","2014","Total Population",20817
"East Lothian","TranentW","2015","Total Population",21187
"East Lothian","TranentW","2016","Total Population",21504
"East Lothian","TranentW","2017","Total Population",21772
"East Lothian","TranentW","2018","Total Population",21917
"East Lothian","TranentW","2019","Total Population",22163.1
"East Lothian","TranentW","2020","Total Population",22396.3
"East Lothian","TranentW","2021","Total Population",22626.5
"East Lothian","TranentW","2022","Total Population",22850.1
"East Lothian","TranentW","2023","Total Population",23074.5
